"code","sector_id"
221121,4
221122,4
213112,4
221210,4
624221,5
624229,5
221111,4
221119,4
211111,4
221112,4
531110,5
721310,5
541350,5
324191,4
926130,4
424710,4
237130,4
531311,5
522294,5
236118,5
324199,4
447110,4
236115,5
212112,4
925110,5
221113,4
424720,4
324110,4
213111,4
237120,4
486990,4
213113,4
212111,4
447190,4
211,4
2111,4
21111,4
2121,4
212113,4
2211,4
22111,4
22112,4
2212,4
22121,4
92613,4
23712,4
23713,4
324,4
3241,4
32411,4
32419,4
4247,4
42471,4
42472,4
447,4
4471,4
44711,4
44719,4
486,4
4861,4
48611,4
486110,4
4862,4
48621,4
486210,4
4869,4
48691,4
486910,4
48699,4
624221,5
624229,5
624221,5
624229,5
624229,5
531110,5
721310,5
624229,5
624221,5
531110,5
624221,5
624229,5
541350,5
721310,5
531110,5
531110,5
541350,5
624221,5
624229,5
624229,5
531110,5
531110,5
531110,5
624221,5
531110,5
531110,5
624221,5
721310,5
624221,5
624229,5
624221,5
624229,5
624229,5
531110,5
721310,5
624229,5
624221,5
531110,5
624221,5
624229,5
541350,5
721310,5
531110,5
531110,5
541350,5
624221,5
624229,5
624229,5
531110,5
531110,5
531110,5
624221,5
531110,5
531110,5
624221,5
721310,5
721310,5
624229,5
721310,5
531110,5
531311,5
925110,5
624221,5
624221,5
624229,5
624221,5
721310,5
624221,5
531110,5
531110,5
531110,5
531110,5
721310,5
721310,5
624221,5
624221,5
624221,5
721310,5
721310,5
624221,5
721310,5
531110,5
624221,5
721310,5
531110,5
624221,5
531311,5
531110,5
541350,5
531110,5
531311,5
624221,5
624221,5
925110,5
925110,5
624229,5
531110,5
541350,5
531110,5
624221,5
624221,5
541350,5
531110,5
236118,5
236118,5
624221,5
624221,5
624221,5
531110,5
624221,5
721310,5
721310,5
624221,5
624221,5
624221,5
531110,5
624221,5
531110,5
624221,5
624221,5
541350,5
541350,5
624229,5
721310,5
624221,5
925110,5
624221,5
925110,5
624229,5
624221,5
236118,5
531311,5
522294,5
721310,5
541350,5
541350,5
624229,5
236118,5
236118,5
236118,5
624221,5
721310,5
624221,5
721310,5
624221,5
721310,5
624221,5
531110,5
624221,5
624221,5
624221,5
624221,5
624221,5
624221,5
531110,5
624221,5
624221,5
624221,5
531110,5
624221,5
531110,5
541350,5
624229,5
531110,5
236115,5
624229,5
925110,5
624221,5
531110,5
721310,5
925110,5
531110,5
531110,5
522294,5
541350,5
531110,5
531110,5
541350,5
541350,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
721310,5
531110,5
624221,5
721310,5
721310,5
624221,5
624221,5
624221,5
624221,5
721310,5
721310,5
624221,5
531110,5
624221,5
531311,5
624221,5
531110,5
624221,5
624221,5
624221,5
624221,5
624221,5
531110,5
624221,5
624221,5
624221,5
236118,5
624221,5
541350,5
531110,5
236115,5
531311,5
531110,5
624221,5
721310,5
624221,5
624229,5
721310,5
531311,5
925110,5
531110,5
531110,5
531110,5
236118,5
721310,5
531311,5
541350,5
624229,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
624221,5
721310,5
624221,5
624221,5
721310,5
541350,5
624229,5
531110,5
624229,5
624221,5
721310,5
624221,5
624221,5
531110,5
624221,5
236115,5
531110,5
624221,5
236118,5
624221,5
624229,5
236118,5
624221,5
624229,5
624221,5
541350,5
541350,5
624229,5
531110,5
925110,5
624221,5
721310,5
624229,5
721310,5
531311,5
531110,5
624221,5
541350,5
236118,5
236118,5
624229,5
624221,5
721310,5
624229,5
624221,5
624221,5
624229,5
531110,5
624221,5
624221,5
624229,5
624221,5
624229,5
624229,5
531110,5
721310,5
624229,5
624221,5
531110,5
624221,5
624229,5
541350,5
721310,5
531110,5
531110,5
541350,5
624221,5
624229,5
624229,5
531110,5
531110,5
531110,5
624221,5
531110,5
531110,5
624221,5
721310,5
721310,5
624229,5
721310,5
531110,5
531311,5
925110,5
624221,5
624221,5
624229,5
624221,5
721310,5
624221,5
531110,5
531110,5
531110,5
531110,5
721310,5
721310,5
624221,5
624221,5
624221,5
721310,5
721310,5
624221,5
721310,5
531110,5
624221,5
721310,5
531110,5
624221,5
531311,5
531110,5
541350,5
531110,5
531311,5
624221,5
624221,5
925110,5
925110,5
624229,5
531110,5
541350,5
531110,5
624221,5
624221,5
541350,5
531110,5
236118,5
236118,5
624221,5
624221,5
624221,5
531110,5
624221,5
721310,5
721310,5
624221,5
624221,5
624221,5
531110,5
624221,5
531110,5
624221,5
624221,5
541350,5
541350,5
624229,5
721310,5
624221,5
925110,5
624221,5
925110,5
624229,5
624221,5
236118,5
531311,5
522294,5
721310,5
541350,5
541350,5
624229,5
236118,5
236118,5
236118,5
624221,5
721310,5
624221,5
721310,5
624221,5
721310,5
624221,5
531110,5
624221,5
624221,5
624221,5
624221,5
624221,5
624221,5
531110,5
624221,5
624221,5
624221,5
531110,5
624221,5
531110,5
541350,5
624229,5
531110,5
236115,5
624229,5
925110,5
624221,5
531110,5
721310,5
925110,5
531110,5
531110,5
522294,5
541350,5
531110,5
531110,5
541350,5
541350,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
721310,5
531110,5
624221,5
721310,5
721310,5
624221,5
624221,5
624221,5
624221,5
721310,5
721310,5
624221,5
531110,5
624221,5
531311,5
624221,5
531110,5
624221,5
624221,5
624221,5
624221,5
624221,5
531110,5
624221,5
624221,5
624221,5
236118,5
624221,5
541350,5
531110,5
236115,5
531311,5
531110,5
624221,5
721310,5
624221,5
624229,5
721310,5
531311,5
925110,5
531110,5
531110,5
531110,5
236118,5
721310,5
531311,5
541350,5
624229,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
624221,5
721310,5
624221,5
624221,5
721310,5
541350,5
624229,5
531110,5
624229,5
624221,5
721310,5
624221,5
624221,5
531110,5
624221,5
236115,5
531110,5
624221,5
236118,5
624221,5
624229,5
236118,5
624221,5
624229,5
624221,5
541350,5
541350,5
624229,5
531110,5
925110,5
624221,5
721310,5
624229,5
721310,5
531311,5
531110,5
624221,5
541350,5
236118,5
236118,5
624229,5
624221,5
721310,5
624229,5
624221,5
624221,5
624229,5
531110,5
624221,5
624221,5
624229,5
624221,5
624229,5
624229,5
531110,5
721310,5
624229,5
624221,5
531110,5
624221,5
624229,5
541350,5
721310,5
531110,5
531110,5
541350,5
624221,5
624229,5
624229,5
531110,5
531110,5
531110,5
624221,5
531110,5
531110,5
624221,5
721310,5
721310,5
624229,5
721310,5
531110,5
531311,5
925110,5
624221,5
624221,5
624229,5
624221,5
721310,5
624221,5
531110,5
531110,5
531110,5
531110,5
721310,5
721310,5
624221,5
624221,5
624221,5
721310,5
721310,5
624221,5
721310,5
531110,5
624221,5
721310,5
531110,5
624221,5
531311,5
531110,5
541350,5
531110,5
531311,5
624221,5
624221,5
925110,5
925110,5
624229,5
531110,5
541350,5
531110,5
624221,5
624221,5
541350,5
531110,5
236118,5
236118,5
624221,5
624221,5
624221,5
531110,5
624221,5
721310,5
721310,5
624221,5
624221,5
624221,5
531110,5
624221,5
531110,5
624221,5
624221,5
541350,5
541350,5
624229,5
721310,5
624221,5
925110,5
624221,5
925110,5
624229,5
624221,5
236118,5
531311,5
522294,5
721310,5
541350,5
541350,5
624229,5
236118,5
236118,5
236118,5
624221,5
721310,5
624221,5
721310,5
624221,5
721310,5
624221,5
531110,5
624221,5
624221,5
624221,5
624221,5
624221,5
624221,5
531110,5
624221,5
624221,5
624221,5
531110,5
624221,5
531110,5
541350,5
624229,5
531110,5
236115,5
624229,5
925110,5
624221,5
531110,5
721310,5
925110,5
531110,5
531110,5
522294,5
541350,5
531110,5
531110,5
541350,5
541350,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
721310,5
531110,5
624221,5
721310,5
721310,5
624221,5
624221,5
624221,5
624221,5
721310,5
721310,5
624221,5
531110,5
624221,5
531311,5
624221,5
531110,5
624221,5
624221,5
624221,5
624221,5
624221,5
531110,5
624221,5
624221,5
624221,5
236118,5
624221,5
541350,5
531110,5
236115,5
531311,5
531110,5
624221,5
721310,5
624221,5
624229,5
721310,5
531311,5
925110,5
531110,5
531110,5
531110,5
236118,5
721310,5
531311,5
541350,5
624229,5
236118,5
236118,5
236118,5
236118,5
236118,5
236118,5
624221,5
721310,5
624221,5
624221,5
721310,5
541350,5
624229,5
531110,5
624229,5
624221,5
721310,5
624221,5
624221,5
531110,5
624221,5
236115,5
531110,5
624221,5
236118,5
624221,5
624229,5
236118,5
624221,5
624229,5
624221,5
541350,5
541350,5
624229,5
531110,5
925110,5
624221,5
721310,5
624229,5
721310,5
531311,5
531110,5
624221,5
541350,5
236118,5
236118,5
624229,5
624221,5
721310,5
624229,5
624221,5
624221,5
624229,5
531110,5
624221,5
2361,5
23611,5
236116,5
236117,5
45393,5
453930,5
53111,5
54135,5
62422,5
7213,5
72131,5
92511,5
